DATE,DEVICE,LISTENING_TIME,ID_C,ID_T
1982-09-04 23:06:23,mobile,03:01:54,2674,5113
1982-04-19 05:31:37,mobile,08:52:31,1539,4478
1970-11-05 16:02:39,mobile,09:54:16,2579,6406
1980-07-29 17:55:10,mobile,10:37:49,25,7609
2017-11-26 17:58:05,mobile,16:14:28,1665,7387
1980-03-22 15:11:05,web application,07:01:06,2213,7183
1981-05-28 12:24:29,web application,01:28:29,2321,1101
2003-06-11 18:38:22,desktop,11:57:14,2308,6326
2013-03-03 10:56:05,web application,04:43:40,2162,5396
1992-09-23 04:04:43,web application,11:22:35,2857,4866
1987-09-06 12:13:40,mobile,04:36:58,2635,7007
1981-12-08 01:50:30,mobile,17:08:23,3430,403
1996-02-17 07:13:14,web application,14:03:07,1314,5743
1985-12-26 19:47:07,web application,14:19:46,824,5011
1979-07-15 05:51:40,mobile,01:14:40,1624,1087
2009-12-01 19:46:41,mobile,03:47:55,1739,6591
2003-10-20 22:52:56,mobile,02:13:57,1050,7895
1973-03-29 02:59:43,desktop,14:01:30,737,6215
1996-12-22 08:28:12,desktop,23:33:51,3197,5646
2008-07-07 00:00:46,web application,01:32:50,2977,1842
1985-09-18 19:48:31,web application,13:19:56,3313,6753
2004-09-24 00:35:58,mobile,16:03:21,2805,8216
1970-09-12 08:14:20,mobile,16:28:15,1000,4122
2015-08-12 03:01:38,desktop,21:35:33,1902,1630
1971-06-01 20:45:28,web application,18:59:44,3097,1403
1992-12-25 05:34:00,mobile,09:36:42,1273,8102
2019-07-22 20:20:37,web application,19:10:08,3017,170
1987-09-09 10:06:25,web application,09:22:40,3265,7208
2010-04-07 18:23:09,web application,04:14:30,2004,5948
2007-09-17 23:16:35,desktop,21:08:29,1891,1928
1992-11-09 04:33:26,desktop,05:12:14,2391,2149
1995-02-13 04:43:22,desktop,16:23:45,1841,8917
2004-01-13 15:23:17,mobile,03:04:11,3132,7855
2010-05-10 15:29:56,desktop,01:52:19,2084,2569
1987-04-10 05:57:37,web application,23:00:57,627,5053
2012-10-28 17:58:06,mobile,08:15:56,2846,4523
2015-01-13 00:44:08,web application,02:33:01,2962,2975
1989-05-22 10:19:24,web application,19:10:36,112,594
2014-11-08 10:45:17,web application,15:05:09,3219,1725
2012-06-24 14:28:28,web application,18:10:20,3409,4375
1985-11-23 16:17:16,web application,19:49:05,1002,7422
2019-04-17 04:42:57,desktop,06:05:44,2639,8649
2008-07-29 02:20:12,mobile,21:57:35,1652,7802
2002-11-26 18:32:27,mobile,18:03:54,3227,6287
2009-06-14 19:53:53,mobile,05:14:54,1269,1911
1975-02-24 13:47:43,desktop,12:57:21,2469,6511
2000-09-26 20:31:21,mobile,01:21:50,2899,2352
2016-11-20 10:58:01,desktop,21:35:46,2560,7291
2021-06-06 15:27:07,web application,17:15:28,3042,8965
1975-03-07 07:47:17,web application,06:01:22,1263,5523
1999-07-25 18:32:42,mobile,13:14:47,1953,4807
1979-05-20 08:18:58,desktop,19:30:14,3458,6751
1970-06-29 17:13:43,web application,11:06:19,580,8711
1976-10-19 06:49:08,mobile,09:06:30,3295,6816
2014-01-14 18:03:12,desktop,06:27:27,2347,6418
2021-10-13 23:26:05,mobile,18:20:12,2998,337
2019-12-24 14:34:47,web application,00:01:20,3444,222
1987-02-03 16:21:36,web application,16:14:03,3015,3906
1975-02-02 07:54:56,desktop,14:38:04,3062,3979
2015-09-04 17:56:02,web application,13:31:37,1414,7343
2006-09-08 05:21:10,mobile,06:50:09,2568,1919
2016-12-15 00:16:38,mobile,23:19:36,3158,6716
2015-07-23 03:06:30,desktop,04:36:54,678,4351
1991-12-31 15:31:45,web application,17:07:57,1362,7258
1997-10-09 14:58:44,web application,12:52:43,461,19
1970-10-19 05:21:00,desktop,10:55:00,1501,1947
2022-11-05 17:30:27,desktop,02:48:42,2405,6636
2012-12-12 15:50:50,desktop,12:58:51,2698,6835
1972-01-26 22:12:07,desktop,02:30:10,1064,108
2016-08-03 07:17:27,web application,15:01:06,782,3756
2014-09-29 23:11:43,mobile,06:30:45,148,3908
2010-04-28 19:18:35,desktop,14:40:57,1655,5165
2009-09-09 18:04:32,web application,01:04:28,457,864
1981-01-09 06:00:39,mobile,02:09:32,1752,7292
2023-01-23 06:55:42,mobile,07:52:09,3424,6340
1981-07-08 00:47:01,mobile,11:57:32,3193,6133
2016-05-10 21:27:02,web application,03:52:41,2078,5618
1975-02-26 04:20:51,mobile,13:33:06,1167,8722
2001-11-15 22:29:33,desktop,14:13:10,3028,1607
1988-12-11 21:51:15,web application,12:36:06,190,8267
1988-10-22 06:46:57,mobile,17:04:25,950,6258
1994-04-15 10:45:10,web application,23:47:52,1112,3376
1994-04-10 04:39:56,mobile,04:47:51,2140,76
2013-04-13 02:48:15,web application,23:58:34,313,2780
1976-03-03 04:32:03,desktop,08:33:43,2149,1733
2001-05-11 10:43:24,desktop,10:58:48,993,7101
1981-03-28 14:43:34,web application,06:37:14,1362,2405
1999-05-04 07:10:28,mobile,13:01:49,1096,8113
1999-10-16 05:05:32,desktop,01:18:10,968,2127
1988-11-27 23:23:14,mobile,17:36:59,358,749
2019-01-24 09:21:42,desktop,02:20:11,189,7199
2020-04-22 12:12:29,mobile,22:34:56,3035,7729
2009-07-11 04:47:31,desktop,11:35:39,2612,578
1975-05-31 02:53:04,web application,06:35:51,1728,6761
1970-11-04 10:41:56,mobile,15:21:32,1604,1535
2013-06-15 00:33:07,mobile,11:09:08,3212,3043
2023-08-30 21:51:48,mobile,17:28:53,2719,1367
2015-06-10 03:27:41,mobile,10:39:30,788,7625
1993-08-03 22:35:10,desktop,15:22:31,3369,2152
1977-02-21 22:18:37,mobile,19:48:43,2141,4074
1989-09-05 06:41:35,desktop,18:31:23,213,8967
2019-05-20 23:41:42,desktop,07:06:32,107,1609
1975-10-23 17:04:45,web application,06:00:48,2139,4649
2004-04-13 22:19:37,web application,21:17:51,706,8217
1981-01-10 18:15:53,web application,14:32:36,2348,3458
2022-05-09 01:56:01,mobile,08:50:44,3068,7380
1989-06-16 22:42:43,desktop,03:23:38,1927,6951
2023-06-20 21:11:34,mobile,03:46:53,481,7953
2013-12-01 01:56:14,desktop,06:50:55,237,591
2018-04-20 08:25:54,desktop,22:20:45,434,5189
1992-10-12 22:02:06,web application,00:47:25,2804,559
1986-02-14 03:37:24,web application,23:02:58,2791,5534
1970-04-09 04:45:47,desktop,23:18:16,1203,2226
1992-01-22 15:34:34,web application,09:40:24,576,6871
1971-05-19 01:21:49,desktop,10:42:07,1490,5516
1985-06-12 23:41:27,web application,21:53:44,2102,7133
1974-05-08 19:24:30,web application,11:35:53,2808,8762
1976-01-02 18:59:52,web application,12:51:51,346,7791
2011-02-08 06:32:24,mobile,05:59:12,72,1066
1973-08-27 20:48:02,web application,16:10:00,2807,5982
1990-01-14 01:34:13,web application,02:52:40,159,3299
2009-04-22 20:36:31,web application,16:35:25,1281,7904
1988-11-18 18:04:25,mobile,05:09:54,1567,2530
2009-09-27 08:31:34,web application,19:58:15,1856,3436
2012-11-20 14:23:43,mobile,03:29:27,2145,7292
1994-12-16 06:17:08,desktop,04:03:57,2715,1935
1994-12-26 05:46:28,web application,18:54:43,3424,4331
1986-02-06 18:28:26,web application,16:21:11,2362,6143
2017-10-15 03:01:59,web application,17:07:19,1832,3997
1993-11-28 17:39:50,mobile,02:21:11,1433,4595
1988-01-19 14:33:04,mobile,02:01:53,1755,397
2017-03-08 21:13:03,mobile,14:08:31,121,6313
1978-04-23 22:47:41,mobile,05:25:15,456,1327
2014-06-14 07:15:44,mobile,07:59:55,2300,3368
1999-11-27 12:04:58,mobile,21:36:28,1052,5275
1988-03-15 11:04:54,web application,23:04:55,326,2416
1989-10-08 13:09:56,web application,03:21:57,2034,6025
2007-02-16 09:48:28,mobile,12:16:23,1949,6595
2014-04-12 21:21:43,web application,04:50:53,2773,2685
1983-05-11 00:56:26,web application,10:26:59,1475,6007
2006-12-30 11:23:03,desktop,23:11:31,1750,5893
1972-11-28 17:30:44,mobile,00:33:26,1446,6558
2013-02-28 11:21:32,desktop,20:23:20,2018,7842
2004-09-16 21:15:20,web application,21:36:16,2424,415
1985-07-28 19:45:08,web application,11:48:07,1125,7520
1970-03-14 22:00:12,desktop,08:22:53,1007,714
1982-05-30 17:16:49,mobile,20:28:36,2908,7072
1988-07-23 11:40:47,mobile,02:11:01,3109,4161
2013-02-20 12:37:55,mobile,18:04:23,221,868
1990-01-12 08:34:00,mobile,14:57:00,712,8950
1985-12-05 15:59:30,web application,21:24:00,2851,6128
2013-11-21 02:03:36,desktop,22:02:38,999,2831
2010-08-12 01:35:51,mobile,11:42:41,1626,3484
2009-01-16 08:21:21,mobile,11:05:11,2201,4301
2010-08-25 22:12:21,mobile,03:25:29,3453,4082
2021-08-09 09:34:22,mobile,16:36:40,2322,7352
2019-10-23 03:50:09,web application,11:55:03,2987,3543
1988-09-11 08:13:43,desktop,02:56:46,3298,7110
2009-11-26 18:37:48,web application,10:35:31,376,7370
1973-05-19 16:32:19,web application,17:11:35,1402,2086
1973-04-02 15:04:15,desktop,00:46:32,2565,2046
1990-03-20 21:54:52,mobile,05:57:57,3424,8343
2006-02-26 22:52:08,desktop,00:55:46,391,736
1974-06-07 14:21:19,web application,18:07:51,1450,5822
1972-04-28 10:04:56,mobile,09:07:56,2370,4802
2011-09-14 21:10:05,mobile,12:32:00,986,6728
2009-12-21 13:08:52,desktop,01:19:06,1702,4086
2017-11-07 13:14:04,desktop,12:55:35,2782,5191
2001-10-03 07:51:55,desktop,07:05:10,496,4460
2018-04-20 18:37:04,mobile,22:37:49,117,468
1999-07-15 09:38:51,mobile,07:27:39,624,6788
1976-11-22 04:15:36,desktop,14:15:28,966,2333
1995-05-21 06:43:46,mobile,11:04:10,3000,3514
1995-06-01 06:47:35,desktop,01:25:43,347,8597
1982-11-23 03:18:36,mobile,11:51:02,1016,3955
1972-12-14 10:54:26,desktop,12:39:52,1555,5974
2019-11-12 10:40:38,mobile,20:45:36,885,3281
2007-10-10 02:30:58,mobile,18:00:05,1225,6197
1995-09-25 14:30:19,web application,11:54:11,45,1765
1979-10-05 21:43:27,mobile,21:46:47,2625,2453
2013-11-11 14:11:34,desktop,14:43:48,2198,2034
1996-06-22 15:10:22,web application,14:25:01,2202,540
1994-07-18 23:41:39,mobile,14:40:23,149,1734
1985-09-05 22:12:34,web application,07:53:53,159,2312
2013-09-12 00:10:58,desktop,19:45:22,641,2392
1983-12-04 12:12:17,desktop,15:41:34,2745,7624
2012-09-29 09:50:07,desktop,21:15:00,764,2721
2008-12-19 16:51:46,web application,00:15:11,2611,5753
1981-08-11 13:07:59,web application,00:42:30,1946,295
1976-04-03 15:50:18,desktop,09:31:47,382,6295
1993-04-09 05:07:39,desktop,07:36:03,2645,7289
1983-10-17 03:39:20,desktop,15:05:04,3416,280
1974-07-08 10:46:15,desktop,21:36:41,1337,320
1993-02-09 20:08:26,web application,09:14:10,937,3169
1997-08-01 01:24:28,web application,10:06:18,642,1603
1988-06-10 12:20:40,desktop,15:32:39,2244,8089
1982-05-25 11:29:23,mobile,21:43:45,1765,4237
1974-03-06 22:20:38,desktop,16:43:24,1379,8131
2006-05-13 22:48:57,mobile,00:29:50,40,8430
1983-01-03 22:21:07,mobile,12:20:39,4,8447
1994-04-19 07:30:46,desktop,19:24:23,1600,1893
2016-01-07 06:37:04,mobile,04:36:00,3031,791
2013-11-08 21:09:01,mobile,09:31:51,1991,7813
1996-02-18 01:30:48,web application,21:42:22,2358,5997
1971-12-20 11:27:26,mobile,15:29:06,2210,3475
2010-08-25 02:45:11,desktop,12:20:25,2006,4774
1974-10-13 14:34:29,web application,14:25:18,502,464
1973-11-09 20:22:47,web application,00:13:35,2440,5750
2015-12-05 21:18:20,web application,15:46:50,1890,7208
1976-01-28 21:30:07,mobile,04:39:49,323,4224
1970-09-13 14:40:13,mobile,20:29:23,2422,7447
1999-02-13 16:45:15,mobile,05:49:15,1406,4467
1989-03-30 10:17:13,web application,22:03:22,1380,4465
1989-03-17 02:21:50,desktop,08:23:10,2042,5617
1985-05-29 21:41:14,web application,00:04:49,1783,7724
2020-06-11 02:51:08,desktop,06:56:11,287,1391
1994-05-06 15:38:45,desktop,22:58:09,3367,5513
1979-05-24 21:15:22,mobile,07:09:41,3468,7476
2016-08-13 11:28:30,mobile,23:02:15,1860,1450
1975-09-30 06:42:37,web application,22:47:41,2556,1773
2021-11-26 13:25:43,web application,10:11:00,1291,2735
1977-03-16 03:52:44,desktop,17:13:41,200,5357
2017-01-05 08:32:29,mobile,18:43:31,1231,4984
2019-11-19 20:24:45,web application,12:42:34,3102,1262
2015-07-10 01:18:00,desktop,16:01:17,506,8068
2013-04-15 17:05:01,desktop,00:48:23,832,3310
1988-02-17 14:24:03,mobile,18:33:44,696,2120
2004-10-26 23:01:26,mobile,22:44:02,1804,193
1983-12-24 21:42:32,desktop,08:57:25,403,1660
2015-12-08 19:59:33,web application,16:45:00,965,7537
2013-03-26 01:24:42,web application,11:51:07,1342,8610
1984-09-22 07:47:18,desktop,17:13:57,1349,7913
2019-07-22 23:14:02,mobile,05:42:00,231,3156
1989-05-19 10:25:05,desktop,10:09:29,1323,8787
1996-11-12 15:33:59,desktop,10:57:19,635,4848
2004-12-04 00:20:40,web application,06:51:27,171,905
2015-05-20 12:28:24,mobile,22:54:59,709,7035
2009-09-13 13:15:17,desktop,06:43:07,100,6601
2000-07-13 07:34:22,mobile,10:45:29,650,2691
2008-04-03 04:30:17,mobile,17:21:21,2854,8476
1996-03-14 13:02:02,desktop,23:13:02,2612,2578
1998-10-15 01:25:55,desktop,04:04:47,2369,5321
2008-10-01 12:54:40,web application,08:36:18,117,8080
1997-03-11 23:45:40,mobile,04:25:50,2400,3827
2016-03-07 02:48:36,web application,23:00:38,2462,6493
2014-11-21 11:45:53,web application,19:35:28,116,4650
2004-04-19 00:45:08,web application,07:07:41,2333,2070
2001-07-12 15:07:29,mobile,01:28:39,916,2499
1986-05-23 14:22:34,web application,02:50:10,867,5270
2018-02-05 00:21:45,web application,02:30:10,2349,3929
1978-01-23 02:37:58,mobile,21:14:03,705,5890
1981-05-25 10:26:47,web application,05:24:05,3392,8780
1980-02-18 23:00:51,web application,07:41:05,1801,4672
2013-03-11 00:26:26,desktop,02:46:13,512,2757
1983-02-05 15:10:41,mobile,21:05:34,716,4313
1998-04-16 13:32:31,web application,04:42:03,3169,1118
1972-07-04 15:33:19,desktop,21:38:29,1332,3124
2017-03-17 11:21:08,web application,10:54:51,1138,4570
2015-03-04 22:56:39,web application,21:28:20,2531,6391
1997-02-10 02:00:57,mobile,01:29:57,2812,8728
1984-09-06 02:59:02,desktop,23:58:54,1160,1471
2011-02-27 08:24:34,desktop,12:58:10,3095,592
1984-06-09 11:26:54,mobile,21:55:12,3326,1223
1988-04-07 00:56:50,mobile,08:46:05,2410,8278
1983-06-21 21:32:11,desktop,02:17:31,2749,1922
2021-08-13 03:54:01,mobile,11:59:13,3111,1619
2000-10-02 06:28:10,web application,17:05:07,682,7319
2020-01-02 15:18:56,desktop,12:24:38,2141,538
1970-05-20 14:26:49,web application,11:58:55,361,4969
1973-09-07 08:27:15,desktop,22:55:01,148,3030
1978-06-23 03:02:13,web application,10:25:08,2983,6497
1978-05-11 06:41:15,mobile,13:48:29,3448,537
1971-08-15 16:05:00,desktop,22:07:35,2444,4457
2008-09-18 05:34:31,desktop,11:36:54,1697,8210
1980-05-15 21:51:18,web application,03:28:21,2927,1584
2009-05-08 03:38:04,web application,01:03:21,2862,5495
1992-04-15 10:44:55,desktop,20:31:05,2843,3521
1991-11-24 22:30:56,web application,04:48:42,2,3375
2010-02-19 09:40:34,desktop,03:55:54,1772,915
2018-05-11 23:22:04,web application,20:16:33,1841,3531
2019-03-06 14:04:18,web application,10:42:32,3482,6733
1991-03-27 03:34:10,web application,17:11:32,977,4777
2013-11-29 04:44:00,desktop,01:25:39,3028,7728
2010-08-31 03:01:13,web application,23:15:16,35,1417
1970-11-23 02:27:07,desktop,19:46:40,1298,307
1981-02-05 02:22:10,desktop,23:15:53,168,2863
2021-03-20 11:37:20,mobile,00:41:25,1706,6859
1994-10-22 12:02:07,web application,02:32:54,94,7673
2023-02-28 21:03:23,mobile,20:31:11,1671,1197
1990-03-22 10:59:51,web application,10:10:47,782,8403
2007-07-29 00:36:56,mobile,14:05:48,415,107
1981-04-01 08:31:58,mobile,00:24:49,1107,1220
2002-02-04 22:26:33,desktop,07:46:55,1518,4056
1978-12-19 20:18:38,desktop,12:42:32,163,5165
1995-02-09 10:57:02,desktop,13:34:17,1726,8509
2019-05-25 05:08:11,mobile,08:09:51,102,1711
2013-04-25 23:21:57,mobile,02:34:45,3083,7409
1986-11-03 19:03:25,desktop,17:51:41,80,6283
2012-10-13 12:00:11,web application,19:06:43,2291,7158
1994-08-23 01:36:04,web application,04:10:22,666,7123
2016-07-20 04:51:32,desktop,18:52:02,1446,470
2009-10-09 22:07:02,desktop,03:43:25,1888,7280
1989-01-04 07:04:19,desktop,12:51:16,2877,6875
2009-11-10 23:54:41,web application,00:37:18,1038,6950
2010-08-04 17:19:23,web application,23:11:52,1449,8162
1979-11-12 07:31:00,web application,21:46:32,569,8117
1973-07-18 03:48:22,mobile,04:37:13,3258,443
1988-11-21 22:27:35,mobile,01:18:50,374,8298
1991-04-10 07:55:48,mobile,12:05:03,168,4580
2005-08-27 22:44:37,desktop,09:17:06,2166,1385
1990-12-25 16:16:02,desktop,01:01:58,123,1358
2011-09-12 22:58:10,mobile,11:46:22,2917,2882
1980-11-02 03:40:12,web application,19:34:10,3129,6419
1997-03-20 18:35:26,mobile,21:48:24,2146,8572
1980-08-23 21:20:44,mobile,03:28:40,1779,2564
1988-10-11 18:10:10,web application,09:45:20,2829,2016
2012-09-14 17:14:54,desktop,19:26:55,1014,4210
2001-10-26 14:41:45,mobile,00:10:12,2289,992
1986-12-07 23:00:05,desktop,22:55:32,556,6404
2007-09-30 16:52:09,mobile,18:41:46,401,7189
2000-12-28 01:19:10,web application,10:28:39,91,7540
1972-03-30 12:30:15,mobile,02:06:06,2705,6063
1997-09-15 12:25:21,web application,07:37:46,1191,2904
2007-11-09 01:16:57,desktop,21:44:59,3363,4260
2011-07-26 16:06:28,mobile,14:21:16,259,4874
1996-01-09 08:19:18,mobile,03:43:01,3342,4602
1996-01-13 18:40:34,mobile,09:34:00,448,5180
1992-10-28 07:23:44,desktop,03:19:47,1105,5109
1974-10-19 18:15:45,desktop,02:25:49,104,5923
1995-03-24 21:35:06,desktop,04:51:48,592,8529
1992-12-24 18:29:02,mobile,06:19:20,624,8202
2018-06-30 23:31:47,desktop,10:41:21,2135,8578
1984-01-24 10:42:43,web application,19:44:21,2823,7056
1985-01-31 10:17:04,web application,06:23:18,3130,2023
1992-10-21 18:47:10,mobile,03:12:20,2774,7517
1994-08-05 12:13:49,mobile,13:19:01,3307,4069
1988-04-17 02:51:08,web application,23:46:08,1193,2123
1984-12-03 18:10:13,web application,21:57:15,1720,3845
1983-12-26 13:38:13,mobile,21:38:20,300,2460
1990-03-15 04:13:47,desktop,06:02:29,3394,3066
1999-10-21 07:27:56,web application,14:58:55,1446,7027
2022-03-06 08:38:49,desktop,11:16:29,2553,3833
1971-01-26 12:29:56,web application,01:45:39,1062,5964
1997-07-26 00:21:23,mobile,14:40:38,795,7085
2010-05-23 05:08:01,mobile,22:25:19,1888,8538
2018-12-31 06:39:45,web application,20:42:01,1598,4913
2010-08-16 23:08:21,web application,04:24:52,1293,1119
2005-06-11 05:50:22,web application,23:46:04,3127,8251
1971-07-28 17:21:22,mobile,11:05:11,1636,7221
2005-01-26 18:35:18,web application,04:19:30,300,1395
2006-10-11 00:38:05,mobile,00:47:56,3118,402
1978-04-30 13:09:03,desktop,16:49:57,1609,6730
2023-05-01 11:32:03,desktop,05:13:29,3142,2484
1991-10-07 13:33:42,web application,10:28:42,2881,8319
1975-08-31 18:18:57,desktop,14:18:27,120,1336
1983-05-31 10:45:33,desktop,13:00:48,2359,5511
2006-02-11 17:47:09,mobile,17:19:21,1644,5522
1983-12-19 12:20:11,web application,19:39:16,621,8894
2006-05-11 19:50:22,web application,10:17:20,2717,8268
1980-06-12 17:18:32,desktop,08:24:40,2329,8039
2011-11-11 10:20:16,mobile,06:27:28,1253,2744
2003-09-26 17:11:18,web application,13:01:07,132,6001
2014-08-03 16:35:54,web application,10:36:00,667,2566
2006-05-21 08:24:16,web application,13:41:19,2421,1297
1988-01-12 21:26:32,desktop,11:51:21,375,2900
2018-02-10 08:56:42,desktop,21:02:58,2092,6613
1980-03-24 03:41:33,mobile,18:03:55,1160,3690
1977-03-08 23:53:47,mobile,16:18:24,135,8836
1988-12-13 23:28:18,web application,19:39:00,296,3065
1993-07-30 20:52:26,web application,07:40:53,2695,1498
1987-06-29 06:56:48,web application,12:40:39,1589,5789
2008-01-11 00:34:29,web application,09:18:42,2258,2456
2018-06-18 19:03:46,web application,02:27:14,1032,2259
1994-02-19 14:32:23,web application,18:46:41,2830,894
1981-02-28 14:00:00,web application,23:24:29,778,6994
2004-05-01 15:43:08,mobile,18:45:00,926,5061
2010-05-19 23:43:56,desktop,23:40:50,2963,7923
1973-08-05 01:23:21,mobile,11:01:23,1342,4553
2005-08-27 02:49:13,desktop,08:04:40,742,7843
1993-03-05 06:29:00,mobile,21:23:46,510,1248
2018-06-20 01:08:03,mobile,22:00:05,2867,281
2016-10-22 23:42:26,mobile,11:10:19,2843,6122
1995-05-08 19:27:32,mobile,17:50:43,2329,3388
1984-07-04 22:22:43,web application,15:52:26,2681,7569
2007-09-11 06:40:15,mobile,17:36:11,1760,735
1999-10-12 10:18:05,desktop,22:33:02,1583,2255
1995-11-23 16:16:46,mobile,03:46:25,1487,7016
1987-11-21 17:33:16,mobile,07:58:42,2400,185
1977-03-29 19:48:21,desktop,05:58:59,9,1001
2003-03-25 00:58:31,web application,09:43:57,999,6278
1995-07-14 02:29:58,mobile,23:07:05,1495,1370
1989-11-18 21:27:28,mobile,03:40:03,1172,7346
1971-10-27 12:19:03,mobile,22:26:22,1893,5174
2022-10-16 22:51:47,desktop,04:09:49,1331,8592
1982-06-09 16:11:46,mobile,23:36:55,1499,3252
1983-03-28 20:43:40,mobile,23:01:32,3091,7551
2004-04-07 05:02:17,web application,10:56:41,2480,4692
1990-09-02 21:02:15,web application,08:13:06,2482,5058
1977-04-17 07:07:34,web application,10:07:14,2314,3044
2005-01-11 23:42:05,desktop,07:11:17,2684,2976
2020-08-02 01:31:11,web application,16:26:53,588,4349
2023-11-17 04:39:46,mobile,17:41:38,565,7262
1991-08-27 15:44:56,web application,10:17:23,2217,7804
2006-04-02 20:20:30,mobile,04:03:57,867,170
2005-12-21 04:17:35,web application,11:45:43,3205,1556
2016-03-07 22:13:03,desktop,09:20:47,294,2347
1979-02-26 08:11:34,desktop,11:43:56,1227,4270
2019-05-31 20:59:01,mobile,03:02:53,1841,3291
1997-04-15 20:49:21,desktop,12:03:17,2945,814
1988-09-19 07:05:13,mobile,23:56:10,1266,1185
1972-10-18 20:29:01,web application,06:18:37,2928,1264
2020-10-17 08:15:18,web application,18:51:30,1784,7984
2009-11-07 23:32:38,mobile,04:00:30,2380,4469
2003-12-15 03:47:58,web application,11:46:25,3383,2137
1999-07-05 09:12:31,desktop,14:39:26,2360,4815
1994-06-01 18:27:41,desktop,18:55:38,2935,6280
2002-12-20 23:02:58,desktop,03:30:06,1684,8183
2008-08-10 11:08:17,web application,23:33:25,1955,5843
1975-05-20 07:50:14,web application,21:15:42,1535,6982
2007-09-20 03:42:45,mobile,08:42:18,457,5596
1992-05-20 08:58:49,mobile,13:03:19,2163,2495
1993-01-12 20:25:32,web application,17:21:59,899,6281
1999-06-21 11:19:58,mobile,07:32:53,3227,7698
1996-04-03 17:14:41,web application,18:44:51,2984,4209
1991-02-28 18:21:12,mobile,06:56:01,493,17
1982-03-29 04:22:25,desktop,10:58:59,2381,7731
1970-06-04 11:44:49,desktop,22:15:34,523,8501
2023-08-19 00:05:47,mobile,20:47:48,1960,1385
2012-07-20 06:08:00,desktop,09:42:25,2542,561
2014-06-07 06:44:13,web application,22:45:25,143,8095
2011-11-27 07:31:22,desktop,21:12:00,1915,7039
2019-09-04 22:43:30,mobile,22:21:59,3017,7528
1985-06-01 14:45:01,web application,11:39:30,46,6128
2019-05-09 10:20:27,mobile,20:20:51,1562,8463
1972-02-04 08:11:27,desktop,12:13:44,1402,8882
1975-06-05 10:50:50,desktop,08:11:00,1834,6327
1974-11-26 20:01:58,mobile,21:03:01,140,4836
2015-10-04 18:43:55,mobile,12:47:20,2186,2434
1988-03-17 14:15:09,desktop,08:28:02,165,1494
1975-05-04 16:50:19,mobile,05:17:08,1298,2810
2013-12-07 03:55:16,mobile,23:43:58,127,676
1977-11-18 14:48:15,web application,20:38:34,2684,8753
1974-10-25 06:11:56,desktop,05:11:29,2984,6884
1993-10-27 13:12:17,web application,21:30:01,2001,88
2004-02-03 21:42:50,mobile,06:10:16,630,3961
2005-02-18 01:28:08,web application,03:15:38,2021,5836
1991-03-07 02:34:22,desktop,21:25:31,1680,6931
2020-01-16 10:21:45,web application,14:13:12,821,4962
2015-08-25 12:45:41,desktop,00:31:46,2481,1205
2013-02-11 00:13:45,mobile,21:39:07,691,7864
1982-04-05 22:52:12,desktop,18:02:03,1074,5941
2011-03-02 01:30:25,mobile,18:18:03,1921,7072
2015-10-12 13:08:31,desktop,23:19:36,1155,3820
1981-04-13 02:50:23,mobile,00:14:49,888,6547
2004-01-09 05:36:53,web application,19:04:30,1884,4813
1984-07-11 03:58:38,mobile,03:41:35,968,533
1998-12-03 09:34:31,desktop,17:13:03,1852,1198
1977-07-09 09:02:41,web application,20:55:13,318,4141
2016-03-18 13:27:17,mobile,12:44:21,2279,1574
1983-09-02 06:01:35,web application,07:53:05,559,1419
1997-12-03 08:03:04,mobile,11:41:21,701,8547
2006-10-12 10:12:31,desktop,03:01:01,1706,3962
2015-05-08 02:43:42,mobile,05:57:25,1110,1620
1991-04-29 10:26:19,mobile,12:26:31,1679,4727
2014-07-18 10:57:01,web application,01:31:08,276,1750
2005-08-01 01:20:22,mobile,10:11:08,2207,552
1996-11-10 22:36:15,web application,00:05:21,2442,832
1984-10-21 17:37:28,desktop,16:17:51,1641,6216
1996-01-26 07:26:30,mobile,21:16:59,2824,526
1986-08-19 09:37:02,mobile,07:52:20,1011,3419
2006-01-20 05:01:01,web application,16:48:32,1505,4776
1983-06-04 05:30:37,mobile,12:44:37,707,8915
1996-04-11 05:13:20,desktop,10:50:58,797,757
1975-12-28 11:31:01,desktop,06:20:06,1615,8679
1974-05-26 05:25:49,desktop,20:08:05,2506,316
1982-09-13 11:26:11,desktop,16:05:46,3257,8624
2014-07-02 14:17:04,web application,10:36:07,797,8385
1982-10-26 09:37:34,desktop,07:50:46,489,4088
1983-03-25 20:44:38,mobile,07:28:16,695,6582
2023-02-12 13:58:17,desktop,15:26:02,1688,2823
2015-01-17 21:58:51,mobile,16:35:05,2865,3573
1999-08-27 18:02:59,mobile,21:50:54,636,2453
2014-07-05 13:44:23,web application,03:45:53,2752,2533
1998-04-28 16:03:05,web application,10:55:22,908,5204
2011-12-10 17:32:53,mobile,18:01:31,302,1494
1997-05-05 02:16:24,mobile,13:09:07,1697,5974
2002-02-24 18:16:54,mobile,06:03:13,2322,8287
1984-03-04 03:36:20,mobile,07:58:13,635,6572
1973-01-22 07:43:49,desktop,06:35:39,3424,7088
1984-08-05 18:32:50,mobile,18:55:51,1150,5784
2022-11-08 00:48:29,desktop,18:54:02,166,5534
2005-08-25 12:13:32,desktop,16:52:57,2486,2966
1986-04-03 13:54:57,desktop,23:13:43,2379,3518
1975-04-09 08:11:51,web application,08:22:16,161,124
