ID,DATE,DEVICE,LISTENING_TIME,ID_C,ID_T
,2022-10-08 12:34:43,desktop,19:34:58,455,549
,2023-04-19 14:47:52,desktop,21:47:13,1164,8739
,2021-02-05 15:05:54,desktop,03:23:58,1503,662
,2022-03-31 14:38:03,desktop,20:19:07,1007,8648
,2021-03-04 22:46:39,web application,07:33:21,1110,1977
,2022-04-15 23:02:40,mobile,21:20:43,3152,5554
,2023-02-17 08:44:11,web application,20:23:46,2595,1972
,2020-12-27 21:32:07,web application,19:43:07,496,6697
,2021-04-02 02:08:26,desktop,06:37:47,2404,1060
,2023-01-20 02:38:51,desktop,13:58:20,1014,138
,2023-09-22 16:29:56,web application,04:00:33,1721,4636
,2023-02-12 23:14:16,web application,16:06:02,1294,5286
,2022-06-13 23:47:32,desktop,10:08:42,271,2669
,2021-04-07 07:18:58,desktop,17:15:13,2533,268
,2021-05-29 20:15:06,desktop,16:54:11,3187,6236
,2021-08-15 16:51:06,web application,18:12:30,2423,8372
,2023-08-16 02:11:59,web application,23:58:17,2249,6777
,2023-08-09 04:58:31,mobile,19:57:42,2833,1012
,2022-01-14 20:26:02,desktop,05:30:57,186,562
,2021-03-21 03:19:59,mobile,15:42:42,2130,4021
,2021-10-27 19:59:37,mobile,02:15:15,1538,15
,2022-12-20 17:59:06,desktop,07:25:07,84,6710
,2022-12-25 11:51:04,desktop,12:12:40,3485,1196
,2022-12-25 01:27:58,desktop,13:55:15,487,7837
,2022-03-15 07:20:36,web application,07:36:58,3342,6953
,2023-10-31 23:20:23,mobile,02:46:27,2830,8893
,2022-08-20 15:51:57,web application,03:09:01,1372,2413
,2023-08-22 01:25:50,desktop,15:14:49,1681,1792
,2022-01-17 18:29:05,web application,15:42:09,1340,6516
,2023-09-14 20:18:06,desktop,00:38:24,1320,6897
,2023-08-27 11:17:05,web application,07:55:18,2048,1022
,2023-07-21 17:26:18,web application,12:54:16,2413,8732
,2022-03-21 09:28:44,desktop,17:47:06,3455,635
,2023-02-08 22:01:46,desktop,06:24:06,261,951
,2023-05-04 22:50:18,web application,03:21:08,570,1809
,2023-01-24 11:37:32,mobile,09:43:20,177,5286
,2023-11-18 06:26:27,desktop,23:47:25,2147,4639
,2021-10-11 20:08:59,desktop,14:48:13,1975,5747
,2022-11-05 06:15:24,mobile,12:29:07,708,8854
,2022-05-17 17:54:52,desktop,14:30:40,1876,6815
,2023-02-08 22:12:58,mobile,14:14:55,2855,5882
,2021-11-09 04:01:23,mobile,21:42:02,1678,3200
,2022-06-05 23:14:51,mobile,21:03:17,2412,7260
,2021-12-29 23:54:33,web application,10:22:59,97,2417
,2023-10-11 14:18:21,mobile,02:31:08,2979,694
,2022-08-26 11:02:31,web application,08:54:17,2516,5516
,2022-02-16 16:15:25,web application,08:46:21,2116,1970
,2023-01-31 21:28:20,mobile,03:38:19,1505,6609
,2023-05-02 19:55:36,web application,07:24:09,3343,7952
,2022-10-23 18:34:02,web application,20:42:24,787,5478
,2021-02-09 12:47:53,desktop,23:29:48,485,5456
,2023-07-13 19:36:00,web application,12:39:22,3162,2454
,2022-03-30 13:29:50,mobile,07:44:53,1042,546
,2023-06-29 06:37:18,desktop,07:07:01,3147,8687
,2021-11-06 04:47:56,mobile,10:53:53,2581,8069
,2022-01-24 12:46:22,mobile,18:04:32,2869,8700
,2022-09-06 07:11:26,mobile,15:44:14,339,5886
,2023-10-11 23:44:21,desktop,12:14:35,3119,3063
,2022-01-25 00:44:07,web application,02:15:41,557,4603
,2022-10-28 04:27:32,desktop,15:18:25,3169,7009
,2021-06-26 05:20:59,desktop,19:24:09,964,2055
,2022-07-21 20:15:16,desktop,03:02:03,3275,755
,2021-06-12 09:06:39,web application,10:39:18,3035,7207
,2022-08-25 04:24:18,mobile,06:32:13,3231,8977
,2022-03-09 15:40:10,desktop,09:49:20,555,2623
,2021-11-04 15:01:07,desktop,21:50:03,2152,481
,2023-07-21 09:06:24,web application,22:55:35,2515,8215
,2023-10-11 01:51:53,desktop,22:28:49,2136,8089
,2023-10-25 20:11:47,desktop,09:48:46,126,1444
,2023-01-11 01:52:21,web application,11:56:14,1254,2006
,2021-04-10 08:21:15,desktop,21:14:31,3019,2102
,2022-03-27 18:39:03,desktop,17:12:16,2585,5742
,2021-10-28 17:39:33,web application,20:49:55,1736,3052
,2021-06-19 17:44:03,mobile,10:55:33,1965,7865
,2021-04-28 11:24:22,mobile,22:05:57,2886,8077
,2023-09-27 06:02:47,mobile,02:21:40,1605,1779
,2021-04-01 19:23:34,web application,01:11:07,2903,7578
,2022-04-18 23:32:40,web application,20:06:13,2192,2927
,2023-12-16 19:55:05,desktop,23:06:16,46,1894
,2021-12-02 02:08:50,web application,09:05:45,1270,4742
,2022-02-04 09:54:10,desktop,17:50:59,789,4673
,2023-02-21 02:57:13,desktop,09:35:20,2184,1524
,2021-03-01 10:51:08,mobile,20:48:12,1373,646
,2022-07-03 04:27:31,desktop,02:32:34,815,6285
,2021-03-08 23:45:18,desktop,20:16:08,1618,5348
,2023-10-05 23:19:24,desktop,11:21:03,284,2116
,2022-01-28 04:07:52,desktop,23:19:50,3439,2012
,2021-10-04 03:23:56,web application,14:00:51,3224,7774
,2023-09-26 23:34:31,mobile,14:31:30,3395,4850
,2022-06-05 03:06:48,web application,11:19:04,1965,2760
,2021-05-15 23:05:32,desktop,21:57:14,693,3891
,2022-08-10 09:32:02,web application,11:40:03,2068,29
,2022-09-29 02:33:32,mobile,03:26:46,1474,7936
,2023-12-15 07:50:49,mobile,11:03:02,203,8833
,2023-12-09 08:10:37,mobile,11:10:19,3024,1942
,2023-01-21 04:23:11,web application,21:37:55,1622,8051
,2022-04-01 04:15:28,web application,13:28:20,2298,5569
,2021-11-21 08:11:44,web application,14:05:57,2197,1575
,2023-11-26 12:31:57,web application,03:23:09,2068,5594
,2022-09-29 22:17:23,desktop,16:55:34,2130,8443
,2021-09-09 05:54:49,web application,18:22:56,2971,1534
,2023-04-06 03:51:41,web application,03:57:57,1061,1735
,2022-02-27 02:59:50,mobile,17:07:25,3424,2698
,2023-08-13 19:49:05,desktop,11:19:06,1086,3830
,2023-06-18 07:28:22,mobile,19:06:28,1443,3048
,2023-09-23 21:36:39,web application,13:34:29,3005,7842
,2022-07-10 20:51:09,mobile,08:39:41,1052,1438
,2023-03-22 05:32:27,web application,19:18:02,84,5300
,2023-05-04 07:29:55,mobile,10:56:03,2474,7994
,2023-07-14 23:43:31,mobile,09:40:41,2129,5544
,2023-10-20 21:15:35,mobile,22:28:46,2808,24
,2021-02-10 16:35:44,web application,10:42:34,1216,4715
,2021-05-14 12:17:02,mobile,08:31:23,2844,8467
,2023-10-16 18:51:27,desktop,21:16:29,2788,6732
,2021-08-23 08:43:06,desktop,22:49:08,3001,2077
,2022-08-17 17:15:27,desktop,06:22:08,3396,5139
,2023-10-15 07:01:56,web application,14:16:15,897,1132
,2023-05-09 01:38:34,mobile,14:10:07,2483,3350
,2021-06-05 23:35:30,mobile,14:45:22,2174,1873
,2022-08-24 23:36:49,desktop,23:51:01,2073,8176
,2022-01-08 15:02:47,desktop,03:25:57,593,5691
,2022-02-14 17:41:58,web application,01:04:38,254,688
,2020-12-31 05:26:30,desktop,08:48:28,2730,1177
,2022-10-20 00:31:26,desktop,14:05:29,537,1528
,2021-12-04 22:08:28,web application,08:54:18,2034,1806
,2023-09-09 00:35:01,mobile,22:43:47,1023,655
,2023-03-03 08:04:04,web application,05:15:24,2304,3294
,2022-04-20 03:53:42,desktop,16:18:18,772,962
,2021-05-12 09:59:06,mobile,17:48:24,1288,4886
,2021-08-16 10:43:54,desktop,07:16:42,1088,3514
,2022-02-07 15:10:59,web application,09:23:10,765,7569
,2021-12-28 06:14:22,mobile,00:47:00,2896,2400
,2023-03-24 19:49:34,mobile,23:26:23,3019,2193
,2022-08-04 14:23:40,desktop,08:04:11,1599,2518
,2023-05-11 10:38:20,web application,07:15:38,1108,3798
,2022-12-30 10:14:33,desktop,05:59:27,1924,8098
,2021-04-15 04:56:27,mobile,20:36:03,48,692
,2021-05-02 10:20:14,desktop,23:34:30,1109,261
,2021-05-30 20:07:39,desktop,23:26:48,2384,1163
,2023-04-15 06:38:08,mobile,08:51:54,3134,8100
,2023-04-25 13:12:23,desktop,08:27:02,695,6362
,2022-10-11 05:19:10,desktop,04:13:48,1444,5178
,2023-11-14 18:31:48,mobile,10:44:22,1206,3741
,2022-06-22 12:08:07,web application,07:53:44,3483,6163
,2022-11-30 07:38:50,mobile,06:16:42,2815,1443
,2021-03-15 10:05:21,mobile,20:20:00,985,2766
,2022-09-20 00:23:08,web application,10:27:52,507,7881
,2021-10-29 23:53:04,desktop,00:42:25,418,6766
,2022-06-16 06:45:54,desktop,00:55:59,174,7964
,2021-11-14 10:40:31,web application,11:06:12,1394,756
,2022-08-19 17:11:15,mobile,13:48:37,1502,6307
,2022-07-24 10:35:03,web application,19:02:35,865,4580
,2023-03-20 08:20:21,desktop,14:19:37,3174,3977
,2023-07-09 11:28:54,mobile,22:37:46,2068,5538
,2023-09-12 17:22:00,desktop,17:45:16,3273,5500
,2021-03-17 11:53:56,web application,05:30:51,899,239
,2023-03-26 05:06:23,mobile,10:59:26,40,5681
,2023-05-26 09:49:12,mobile,23:37:56,2583,7088
,2023-07-19 22:13:35,mobile,23:16:26,2765,6557
,2023-02-26 08:17:22,desktop,23:42:50,1814,3927
,2022-04-09 05:11:55,mobile,07:33:05,3371,701
,2023-11-12 12:35:27,mobile,14:08:57,937,770
,2021-01-23 12:19:09,desktop,06:11:01,3170,1075
,2022-02-25 09:48:10,mobile,02:25:23,3236,2343
,2021-11-26 18:00:34,mobile,22:44:59,1801,6632
,2023-03-17 13:01:42,mobile,00:48:11,562,2504
,2021-12-16 02:09:06,web application,17:01:16,1660,4190
,2023-05-05 23:36:48,web application,13:31:55,1259,658
,2023-01-04 21:25:21,mobile,20:06:45,553,7906
,2022-09-04 04:47:59,desktop,03:08:33,2694,3357
,2021-06-19 17:59:33,mobile,22:39:38,2531,3975
,2022-04-06 00:42:42,desktop,18:59:36,3300,4213
,2022-12-22 08:55:06,mobile,18:03:26,2493,8163
,2021-05-30 03:54:40,mobile,08:50:17,3430,358
,2023-07-11 20:06:01,mobile,13:24:40,2824,7612
,2022-01-11 11:44:45,mobile,20:02:20,573,7686
,2021-11-23 02:54:05,mobile,01:51:05,772,5509
,2023-04-02 19:00:50,web application,23:32:24,1699,4216
,2021-04-22 06:56:35,web application,09:39:41,1813,8470
,2022-05-19 20:34:14,mobile,07:53:29,167,4552
,2021-12-29 03:57:53,mobile,17:28:46,2060,779
,2023-12-01 01:49:22,desktop,19:10:11,765,7853
,2021-11-29 04:05:15,desktop,21:54:40,791,4046
,2021-02-23 00:26:07,desktop,01:02:06,1909,1459
,2021-05-01 09:20:27,desktop,10:48:25,2562,7976
,2021-11-17 20:55:07,web application,17:04:54,1088,6464
,2023-01-01 20:54:41,desktop,12:26:02,248,1310
,2023-11-18 20:03:27,web application,09:19:41,38,6842
,2021-08-11 13:51:53,mobile,07:52:50,2082,3215
,2023-04-11 03:53:23,web application,16:40:39,1646,8926
,2022-05-11 23:04:59,mobile,06:30:13,3065,2323
,2023-11-08 07:52:47,mobile,07:25:02,742,1028
,2021-11-24 05:45:43,mobile,14:06:47,3224,5761
,2023-06-17 16:36:06,desktop,02:04:18,557,5669
,2021-02-22 18:41:23,desktop,19:16:08,2489,7186
,2022-07-23 05:20:14,web application,08:24:58,346,5628
,2021-06-08 06:30:28,web application,21:38:01,2471,3547
,2021-04-28 09:14:20,desktop,16:08:50,431,4581
,2023-01-01 14:48:26,desktop,05:46:25,416,8536
,2021-12-26 15:38:07,desktop,19:14:51,985,4748
,2021-01-16 06:48:26,desktop,18:49:39,3143,5894
,2021-11-05 11:32:52,mobile,17:38:11,881,8224
,2022-05-06 19:33:26,desktop,07:24:53,1148,4859
,2021-08-11 14:10:58,desktop,17:16:42,1879,1781
,2023-09-12 18:38:37,desktop,19:22:34,2256,4702
,2021-11-13 18:54:07,desktop,03:32:28,272,4007
,2022-09-19 05:18:04,mobile,13:39:47,2388,4934
,2022-06-13 01:29:16,mobile,18:14:54,1151,5517
,2021-06-17 13:04:34,web application,15:14:44,2662,522
,2022-08-14 17:49:39,web application,10:05:39,2059,6894
,2022-04-21 12:54:22,desktop,07:58:11,1919,5901
,2023-12-11 19:58:45,web application,00:00:06,2532,8264
,2023-11-27 09:25:08,mobile,00:53:55,1926,634
,2021-08-31 15:18:31,desktop,12:58:17,1094,4268
,2021-11-10 12:21:58,desktop,02:43:01,1349,1489
,2023-10-22 06:57:34,mobile,10:05:34,2140,5065
,2023-10-15 19:44:56,web application,05:59:48,506,726
,2023-05-31 17:01:47,mobile,17:27:05,2992,5909
,2021-05-02 08:25:29,web application,17:30:25,2749,1526
,2023-03-03 01:19:22,mobile,17:51:09,735,4628
,2022-10-29 11:58:57,mobile,12:04:28,2740,7297
,2022-06-30 12:17:37,web application,17:12:51,881,8918
,2021-05-19 16:23:39,mobile,13:36:46,1025,3205
,2023-08-22 07:44:53,desktop,19:24:46,522,3010
,2023-04-25 07:55:12,mobile,00:45:42,1882,8748
,2021-10-29 15:44:07,mobile,12:41:46,1361,6788
,2021-01-06 08:14:46,mobile,04:41:57,731,7830
,2021-04-04 15:10:43,web application,05:25:09,2841,8539
,2021-10-07 00:59:04,web application,00:39:29,529,5756
,2023-08-11 03:18:46,desktop,09:31:22,2082,5541
,2022-08-09 02:43:42,desktop,12:11:15,5,3807
,2022-06-15 16:20:47,desktop,13:56:32,1098,1949
,2020-12-27 11:13:45,mobile,03:50:03,840,3864
,2023-02-19 04:49:41,mobile,11:48:07,518,2483
,2020-12-25 00:36:54,mobile,12:46:30,430,4684
,2022-04-08 20:20:37,mobile,03:31:57,1759,7274
,2023-03-30 14:55:47,mobile,03:57:07,593,7821
,2023-08-04 10:11:01,web application,09:34:23,336,4540
,2023-01-22 11:54:21,mobile,09:01:31,2296,2025
,2022-09-27 11:47:36,mobile,03:04:30,1980,1597
,2022-04-27 03:36:24,web application,01:41:27,2493,5497
,2023-11-26 15:26:57,web application,18:39:21,2040,112
,2022-07-24 23:33:22,mobile,19:50:23,2816,1200
,2021-09-14 16:33:08,desktop,21:25:06,240,8796
,2023-01-23 03:19:06,mobile,17:39:37,981,2491
,2021-12-25 04:25:18,mobile,15:04:54,2844,8865
,2023-10-27 10:03:12,web application,15:34:25,2614,2559
,2023-07-22 10:51:38,web application,18:00:38,971,1028
,2022-08-12 11:01:38,desktop,08:23:29,2446,5320
,2023-08-07 20:31:59,mobile,05:16:16,1705,3718
,2022-01-23 22:46:31,desktop,04:24:01,990,799
,2023-08-29 01:59:20,web application,06:52:16,308,780
,2022-09-25 09:41:43,mobile,14:41:51,545,335
,2022-11-10 22:43:35,mobile,20:16:14,315,6498
,2021-01-13 13:57:34,web application,00:30:16,2289,5207
,2022-09-29 04:56:38,web application,05:40:03,1172,8709
,2023-06-16 19:39:25,desktop,09:45:11,2964,8609
,2021-12-23 20:12:24,web application,11:58:25,2324,1345
,2023-07-23 02:49:30,desktop,14:16:59,2578,7382
,2022-05-02 01:30:36,mobile,17:56:44,2983,640
,2022-12-10 09:37:23,mobile,07:19:05,1693,7068
,2021-04-07 08:13:12,desktop,22:40:31,1625,4954
,2021-03-26 06:52:58,web application,04:58:25,3275,7371
,2023-01-20 06:51:18,mobile,03:31:52,1548,2232
,2023-06-05 21:39:20,web application,09:23:12,395,5838
,2022-03-19 09:40:37,desktop,01:25:44,3249,2830
,2023-05-04 15:16:26,mobile,20:49:39,534,474
,2022-02-04 12:54:05,desktop,03:52:11,3202,2954
,2021-10-30 05:07:49,mobile,06:42:51,2921,2926
,2023-01-03 21:04:37,desktop,22:32:19,3199,6740
,2023-05-02 02:27:58,web application,05:21:32,3383,1678
,2023-08-08 08:36:13,desktop,03:55:11,1885,8303
,2023-01-09 17:57:46,web application,05:25:07,721,7795
,2021-04-25 17:48:58,mobile,18:32:56,3484,8848
,2021-12-27 01:36:18,mobile,15:33:12,2776,3243
,2022-04-18 14:46:46,web application,03:15:55,2230,5304
,2021-03-02 00:43:44,desktop,08:11:58,648,425
,2023-01-21 23:12:01,web application,13:03:48,1119,6080
,2021-06-27 16:41:11,web application,11:53:23,2294,3299
,2023-11-16 14:59:02,mobile,14:56:45,866,941
,2021-11-28 20:09:15,web application,09:28:09,914,378
,2021-05-23 03:19:21,mobile,17:23:49,2552,2813
,2022-09-04 05:43:40,desktop,11:14:39,1671,4454
,2021-09-30 16:07:38,web application,05:59:42,1850,4494
,2023-10-07 19:08:44,desktop,11:50:56,2992,5959
,2022-10-02 21:42:36,mobile,15:31:03,2116,6659
,2023-12-18 07:36:07,desktop,21:47:12,2121,8468
,2023-11-04 09:01:50,mobile,17:23:51,864,2021
,2023-12-21 12:45:51,mobile,18:00:26,1390,8724
,2021-02-25 12:00:09,web application,08:28:29,954,6638
,2023-01-06 07:17:06,mobile,21:14:15,2426,1124
,2022-09-12 08:13:05,desktop,23:52:21,416,86
,2022-03-24 14:34:33,web application,23:51:58,1244,7909
,2022-02-10 22:05:53,web application,15:46:27,68,8465
,2021-02-15 06:07:54,web application,16:44:45,798,5835
,2023-03-07 18:38:13,web application,15:56:29,2677,2415
,2021-06-27 16:12:07,desktop,14:48:31,155,4745
,2021-10-17 05:56:14,mobile,15:57:10,2907,8630
,2021-08-31 07:54:09,web application,10:57:17,932,2837
,2021-10-29 09:11:48,desktop,17:36:14,1976,2645
,2022-01-20 19:31:14,mobile,06:44:57,321,1844
,2023-10-23 04:05:35,mobile,14:12:07,3079,8156
,2021-01-07 15:35:08,desktop,18:38:26,471,116
,2022-11-23 17:26:51,web application,05:15:06,773,3099
,2022-10-05 23:42:48,mobile,21:19:59,2273,3165
,2023-01-19 13:48:28,desktop,19:04:41,1967,5885
,2021-02-17 19:02:10,web application,22:24:28,168,3393
,2022-05-15 23:32:39,mobile,04:37:46,1727,1549
,2021-07-04 07:41:17,web application,11:14:00,1832,1012
,2022-04-26 05:30:34,desktop,05:20:28,187,6273
,2023-11-09 04:49:09,web application,04:24:47,2150,1196
,2023-10-20 14:35:14,mobile,21:30:43,54,1225
,2022-04-15 03:09:30,web application,06:32:31,1738,8626
,2022-04-07 21:06:20,mobile,04:51:23,2510,8382
,2021-10-27 00:39:40,mobile,16:44:06,104,750
,2021-03-04 15:38:48,desktop,20:54:38,942,6751
,2023-10-11 15:34:18,mobile,06:52:24,3315,7380
,2022-09-16 23:12:23,mobile,17:06:02,519,7672
,2021-03-28 09:33:37,desktop,03:28:57,218,617
,2021-05-11 03:56:33,mobile,08:08:55,2321,6541
,2023-03-23 02:05:36,mobile,12:31:32,1183,4926
,2022-07-20 08:04:26,desktop,04:03:54,1597,1936
,2022-07-07 19:49:24,mobile,11:54:57,1186,2355
,2023-11-10 01:13:33,mobile,03:26:19,2210,4633
,2022-02-20 23:18:47,desktop,02:06:30,1132,617
,2022-12-29 04:57:01,mobile,20:37:09,2242,2216
,2022-04-20 13:19:53,web application,15:09:18,1177,8741
,2021-09-04 10:49:04,mobile,06:46:48,1465,6979
,2021-06-14 23:20:29,web application,18:46:09,2068,4700
,2021-11-11 01:34:55,web application,13:16:49,2178,5413
,2021-03-30 04:48:35,web application,11:24:00,224,2033
,2021-05-12 02:55:29,desktop,04:49:31,1143,7352
,2023-03-16 19:38:22,mobile,16:18:49,2468,3580
,2021-03-05 22:24:30,mobile,23:42:20,21,6580
,2023-10-15 02:27:22,mobile,20:12:32,2119,253
,2022-07-04 19:51:56,web application,09:37:21,1071,2913
,2020-12-22 09:28:38,web application,02:16:18,2668,6032
,2023-02-02 08:01:57,web application,07:49:58,1800,8142
,2022-03-27 12:42:51,mobile,08:00:33,1423,6768
,2020-12-29 18:38:20,mobile,04:13:45,3445,6423
,2021-12-12 03:28:43,desktop,10:39:16,2127,4666
,2021-09-03 18:39:32,web application,13:57:18,2087,7202
,2022-02-15 13:06:42,desktop,00:01:03,3230,8897
,2021-06-07 21:47:59,mobile,13:55:43,3287,776
,2022-12-01 20:07:55,web application,13:34:49,1717,7658
,2023-05-01 16:51:39,desktop,17:22:15,773,2028
,2022-04-09 14:13:37,mobile,01:08:25,2131,1893
,2022-07-04 05:29:44,desktop,02:35:47,735,2946
,2022-02-23 08:00:15,desktop,19:00:51,2819,6447
,2022-11-27 13:14:20,web application,03:42:46,3220,3367
,2022-06-21 15:45:29,mobile,11:57:44,1998,3488
,2023-10-09 15:46:36,web application,06:33:27,2631,2899
,2021-04-14 15:41:30,web application,06:35:39,2907,7188
,2022-12-23 04:04:54,web application,13:29:15,1420,6076
,2021-02-06 07:13:48,mobile,16:44:07,1644,5791
,2021-03-08 12:38:34,desktop,07:49:12,63,5933
,2021-04-23 03:54:27,mobile,16:10:38,1401,6966
,2021-11-16 22:07:53,desktop,10:04:09,502,167
,2021-05-15 20:05:34,mobile,08:14:34,3374,3781
,2022-01-19 19:12:29,mobile,08:19:45,467,5139
,2021-11-12 05:29:18,web application,07:26:16,305,3320
,2022-07-18 04:11:16,mobile,22:06:58,3164,2678
,2021-10-28 06:37:39,mobile,14:53:05,3469,438
,2021-02-14 21:04:38,web application,01:47:43,2589,6850
,2023-02-15 04:04:17,desktop,23:21:52,2755,1960
,2023-01-19 10:34:57,web application,14:30:39,975,4166
,2023-04-27 04:43:36,desktop,10:40:10,1199,8167
,2023-03-16 19:53:22,web application,13:10:17,661,7432
,2021-12-20 14:55:51,mobile,01:53:24,1349,4875
,2021-04-24 20:54:09,desktop,22:47:13,1501,2428
,2023-01-07 12:18:11,web application,00:01:11,1030,7187
,2023-06-14 14:02:25,web application,23:21:38,1393,2860
,2022-04-07 22:50:24,web application,05:35:15,3379,4790
,2021-07-18 22:15:16,web application,08:49:14,3281,5595
,2021-11-21 18:24:54,mobile,03:03:49,3178,3854
,2021-10-31 11:48:02,mobile,18:29:30,1797,5742
,2021-06-07 16:32:34,mobile,08:58:50,1662,3619
,2021-07-09 11:32:53,desktop,04:00:09,1515,7123
,2022-07-26 12:14:14,mobile,10:27:42,2975,1422
,2021-01-05 15:09:46,mobile,15:11:32,2939,3010
,2021-07-01 23:25:36,desktop,09:36:50,1246,8465
,2022-05-09 12:59:29,web application,02:18:58,2724,1305
,2022-11-15 12:13:47,web application,11:50:59,1783,3273
,2022-01-16 23:59:33,mobile,08:31:27,3149,3235
,2021-03-29 15:39:27,web application,14:28:19,524,5496
,2023-05-13 02:34:00,mobile,02:54:01,1774,149
,2021-12-03 06:16:08,web application,16:35:03,2254,195
,2022-06-20 16:30:39,mobile,06:11:42,1779,8444
,2023-10-26 11:23:30,web application,07:52:45,405,2286
,2023-09-04 08:50:34,web application,19:56:16,2829,6229
,2021-06-21 07:41:21,mobile,08:48:36,2655,4792
,2023-03-14 03:55:52,mobile,07:56:04,2437,6659
,2022-06-29 02:59:04,web application,20:28:24,2444,5569
,2023-09-02 15:41:53,mobile,20:15:27,1010,5785
,2022-02-27 14:51:13,mobile,11:07:30,3163,998
,2023-10-21 21:48:39,desktop,21:17:31,2805,3003
,2023-02-04 14:14:40,mobile,10:40:24,2019,7261
,2022-06-12 05:32:32,mobile,12:22:37,423,7788
,2021-06-05 11:41:11,mobile,20:38:24,2454,4433
,2023-07-02 15:47:57,desktop,08:20:33,2653,5130
,2022-02-11 13:07:13,web application,16:40:35,2148,8531
,2023-04-15 18:54:01,mobile,16:47:13,2711,7277
,2022-10-01 09:09:22,desktop,04:00:37,493,2804
,2021-10-15 20:48:23,web application,19:59:57,46,7322
,2022-11-08 08:42:48,desktop,11:40:33,414,6654
,2021-06-14 16:28:29,mobile,00:16:50,2068,7927
,2022-05-02 01:59:12,desktop,10:38:12,1186,3430
,2021-08-23 03:02:49,desktop,18:06:52,826,794
,2021-08-10 21:02:22,mobile,03:29:06,2545,4151
,2021-04-27 22:37:09,desktop,13:16:32,1465,105
,2021-10-11 07:42:45,desktop,00:27:58,1804,6487
,2021-06-06 13:03:33,desktop,04:44:06,2251,1992
,2022-06-14 18:49:08,desktop,18:18:08,123,6425
,2023-01-08 08:05:16,mobile,04:23:37,1820,3285
,2023-12-17 16:35:37,mobile,20:29:36,1081,1828
,2021-10-26 03:34:10,mobile,10:15:56,1063,210
,2023-05-28 12:23:25,mobile,18:50:30,2228,3881
,2022-09-13 16:03:00,desktop,14:34:15,973,4649
,2021-06-29 18:15:48,web application,11:19:31,3039,1044
,2021-04-13 17:21:57,mobile,04:03:00,1117,7929
,2023-09-10 17:58:21,mobile,03:30:50,15,3071
,2022-09-20 00:19:56,desktop,11:11:00,3174,4619
,2023-08-22 13:40:11,web application,01:48:28,675,4073
,2021-10-02 01:43:33,desktop,13:51:17,815,2459
,2022-09-03 04:03:13,desktop,06:20:48,3270,8868
,2021-11-27 22:41:49,mobile,00:16:11,3184,2488
,2021-02-15 12:05:32,web application,11:42:10,810,2321
,2021-03-05 21:00:02,mobile,09:54:42,3111,1744
,2022-02-13 22:22:13,desktop,21:17:00,991,3932
,2021-01-14 17:11:15,web application,17:21:52,393,7327
,2021-02-22 02:46:22,web application,08:16:46,723,4663
,2021-11-26 21:17:07,mobile,11:43:17,3279,4841
,2023-03-21 10:01:31,desktop,19:54:21,1916,2231
,2022-05-24 14:54:38,web application,19:06:10,3326,6270
,2022-10-14 19:55:23,mobile,19:34:54,3062,2433
,2023-02-08 15:14:29,web application,21:01:45,610,6067
,2021-05-04 11:40:57,mobile,16:33:59,2651,26
,2022-08-06 21:07:07,desktop,04:08:38,2158,2499
,2022-08-16 12:27:01,mobile,12:25:32,987,3446
,2023-03-16 21:08:28,desktop,18:14:48,3031,3538
,2021-09-08 08:05:34,web application,05:26:34,769,6722
,2022-07-03 14:21:03,mobile,03:13:42,3126,3269
,2020-12-21 06:09:04,web application,11:05:14,2377,3470
,2021-04-19 05:37:44,desktop,03:47:27,660,7207
,2023-06-21 11:32:39,desktop,05:36:04,2885,7798
,2022-02-10 12:27:03,desktop,21:39:15,487,3843
,2022-06-08 12:28:27,desktop,18:27:53,2050,3218
,2023-08-05 15:33:33,desktop,07:06:09,2907,5196
,2023-11-20 12:07:11,web application,21:40:09,2839,7258
,2022-05-12 01:44:12,mobile,13:06:04,1828,8608
,2023-07-19 09:45:31,mobile,06:20:36,2131,3431
,2022-12-16 18:19:17,desktop,17:51:15,487,4231
,2022-08-26 10:27:05,mobile,12:59:18,3338,8158
,2021-01-31 20:26:29,desktop,10:23:17,2553,718
,2022-12-05 05:32:31,desktop,03:35:22,933,1322
,2021-07-24 03:32:54,desktop,06:05:51,3083,5852
,2023-08-21 22:31:53,desktop,17:41:07,1890,4528
,2021-05-14 18:35:36,desktop,22:33:07,470,8118
,2022-08-13 02:40:48,desktop,23:37:52,724,4714
,2022-01-11 18:18:53,desktop,19:32:04,2436,4915
,2023-07-17 23:51:56,web application,05:17:27,2420,721
,2022-08-27 19:51:41,web application,19:51:24,2246,862
,2021-10-05 03:06:36,web application,21:14:34,227,4903
,2021-10-13 16:44:42,desktop,07:53:08,1238,3841
,2023-04-09 10:21:55,web application,04:42:26,2108,1897
,2021-04-15 06:52:34,web application,09:51:41,1129,5050
,2021-11-16 14:32:21,web application,09:13:29,424,476
,2021-04-28 22:19:28,web application,09:55:59,3343,1859
,2021-01-19 13:02:23,desktop,06:21:47,3332,8417
,2023-05-30 10:05:52,web application,06:36:16,1835,8087
,2022-01-22 10:56:02,desktop,03:53:59,77,7460
,2021-04-05 20:03:42,mobile,18:08:44,1076,5573
,2022-10-13 05:32:34,web application,00:35:46,757,1031
,2023-01-15 04:24:39,desktop,06:00:21,1915,8797
,2021-06-11 20:33:11,mobile,23:54:29,256,7461
,2022-11-19 11:18:19,web application,22:24:40,278,3103
,2022-11-10 04:07:07,mobile,15:13:29,1363,5977
